Shipment_ID,Shipment_Date,Region,Transport_Mode,Priority,Distance_km,Shipment_Volume_kg,Warehouse_Processing_Hours,Traffic_Level,Weather_Condition,Delivery_Time_Hours
SHP-00616,2025-06-14,North,Air,Standard,1187,523.78,1.85,Low,Clear,8.54
SHP-00617,2025-12-05,South,Air,Standard,949,239.51,1.41,High,Clear,14.93
SHP-00618,2025-05-16,North,Air,Standard,2599,308.74,2.77,High,Clear,23.63
SHP-00619,2025-12-31,East,Road,Express,1239,109.43,4.94,High,Rain,36.75
SHP-00620,2025-11-17,West,Road,Standard,752,199.29,1.63,Medium,Rain,22.54
SHP-00621,2025-12-08,North,Air,Express,50,314.62,2.23,High,Clear,9.86
SHP-00622,2025-05-25,East,Road,Standard,1972,136.09,3.27,High,Clear,47.43
SHP-00623,2025-11-23,North,Air,Standard,2838,373.19,8.5,Medium,Clear,23.63
SHP-00624,2025-08-05,East,Road,Standard,2417,159.99,3.97,High,Clear,61.35
SHP-00625,2025-10-28,South,Road,Express,1474,115.83,3.9,Low,Rain,27.67
SHP-00626,2025-05-12,West,Sea,Standard,431,368.75,2.49,High,Clear,26.43
SHP-00627,2025-10-19,East,Road,Standard,1791,147.5,8.7,Medium,Clear,41.69
SHP-00628,2025-03-11,South,Sea,Standard,1876,284.88,3.46,Medium,Clear,66.81
SHP-00629,2025-09-09,North,Sea,Express,1323,253.69,6.01,Low,Storm,48.28
SHP-00630,2025-10-02,North,Air,Express,1598,430.97,1.42,Medium,Rain,8.39
SHP-00631,2025-12-30,North,Air,Standard,1628,270.26,2.99,Medium,Rain,18.16
SHP-00632,2025-07-01,North,Rail,Express,947,328.4,14.75,High,Clear,32.18
SHP-00633,2025-06-16,West,Sea,Standard,766,36.41,3.52,High,Clear,30.88
SHP-00634,2025-04-01,East,Road,Standard,2404,727.12,2.42,High,Clear,52.86
SHP-00635,2025-07-21,East,Rail,Standard,440,320.71,6.16,Medium,Clear,17.82
SHP-00636,2025-12-12,North,Rail,Standard,1749,259.15,2.6,High,Clear,32.71
SHP-00637,2025-01-19,West,Road,Express,2395,47.56,2.73,Medium,Clear,45.78
SHP-00638,2025-02-08,East,Road,Express,282,592.55,0.73,High,Clear,13.91
SHP-00639,2025-05-06,North,Road,Standard,1976,221.23,0.5,Low,Rain,40.24
SHP-00640,2025-06-22,East,Rail,Standard,2368,460.06,4.23,Medium,Clear,45.97
SHP-00641,2025-05-21,East,Sea,Express,1369,165.38,2.27,High,Clear,52.54
SHP-00642,2025-08-30,North,Road,Express,2774,220.8,4.76,High,Clear,59.89
SHP-00643,2025-08-08,South,Sea,Standard,755,62.96,4.04,Medium,Clear,31.59
SHP-00644,2025-05-06,South,Air,Express,283,379.88,3.41,High,Clear,16.62
SHP-00645,2025-02-27,North,Air,Standard,1441,217.42,2.74,Low,Clear,8.12
SHP-00646,2025-05-28,West,Rail,Standard,2942,489.68,1.72,Medium,Clear,53.93
SHP-00647,2025-11-13,West,Air,Express,1305,243.39,1.61,Medium,Clear,12.44
SHP-00648,2025-12-27,East,Road,Standard,1946,509.42,0.97,Low,Clear,44.94
SHP-00649,2025-01-01,South,Air,Standard,2588,531.57,3.17,Low,Clear,20.68
SHP-00650,2025-12-14,South,Road,Standard,2600,236.17,8.51,Low,Clear,59.85
SHP-00651,2025-07-09,East,Sea,Express,939,152.98,10.95,Medium,Clear,37.52
SHP-00652,2025-07-10,East,Sea,Express,641,25.4,1.68,Low,Clear,25.4
SHP-00653,2025-11-08,North,Road,Standard,795,114.2,5.59,Medium,Rain,30.22
SHP-00654,2025-04-27,East,Road,Standard,1769,933.4,7.17,Medium,Clear,49.26
SHP-00655,2025-05-14,West,Air,Standard,477,182.55,2.03,Medium,Clear,9.82
SHP-00656,2025-02-27,South,Road,Standard,2794,36.1,5.1,Medium,Storm,65.03
SHP-00657,2025-02-13,North,Sea,Standard,2743,63.16,6.49,Medium,Rain,91.91
SHP-00658,2025-06-22,West,Road,Express,781,213.3,0.95,Medium,Storm,27.36
SHP-00659,2025-06-09,North,Road,Standard,849,111.37,4.35,Medium,Rain,29.94
SHP-00660,2025-06-22,North,Sea,Standard,2461,255.82,1.43,Medium,Clear,76.48
SHP-00661,2025-11-13,North,Air,Standard,251,89.58,4.47,High,Clear,14.27
SHP-00662,2025-10-30,South,Air,Standard,2979,211.69,3.25,Medium,Rain,17.26
SHP-00663,2025-05-29,East,Road,Express,2243,809.24,0.78,Low,Storm,54.04
SHP-00664,2025-03-21,East,Air,Standard,885,174.75,1.91,Medium,Clear,9.29
SHP-00665,2025-08-01,North,Rail,Standard,2736,220.01,1.74,Medium,Rain,51.08
SHP-00666,2025-07-22,West,Rail,Standard,184,208.44,6.33,High,Clear,13.54
SHP-00667,2025-09-09,West,Air,Standard,2723,275.0,3.05,Medium,Clear,21.17
SHP-00668,2025-08-17,West,Rail,Standard,1337,335.68,1.63,Medium,Storm,34.09
SHP-00669,2025-06-13,North,Road,Standard,2161,291.28,4.8,Low,Rain,47.48
SHP-00670,2025-08-15,South,Road,Standard,2588,260.92,2.64,Medium,Storm,64.0
SHP-00671,2025-05-27,West,Air,Standard,90,206.61,3.71,Medium,Rain,9.92
SHP-00672,2025-01-20,West,Road,Standard,962,396.34,2.88,High,Clear,31.79
SHP-00673,2025-02-16,North,Air,Standard,1779,106.98,10.72,High,Clear,22.31
SHP-00674,2025-08-21,North,Road,Express,1024,165.05,3.69,Medium,Storm,25.47
SHP-00675,2025-11-01,South,Rail,Standard,1183,63.15,5.16,High,Clear,27.42
SHP-00676,2025-01-14,West,Air,Standard,2465,318.4,6.32,Medium,Clear,18.44
SHP-00677,2025-05-23,East,Road,Standard,1509,385.13,3.07,High,Clear,44.42
SHP-00678,2025-01-01,South,Road,Standard,2090,117.53,7.26,High,Clear,55.82
SHP-00679,2025-02-23,North,Road,Express,293,345.38,5.63,Low,Clear,16.44
SHP-00680,2025-09-16,East,Rail,Standard,2999,42.16,0.51,Medium,Rain,57.25
SHP-00681,2025-05-24,West,Air,Express,215,104.36,1.84,Medium,Clear,3.95
SHP-00682,2025-01-12,South,Road,Standard,1099,94.2,3.1,Low,Clear,26.88
SHP-00683,2025-11-26,West,Air,Standard,1547,280.61,3.35,Low,Rain,13.66
SHP-00684,2025-08-12,West,Road,Express,777,163.03,2.07,High,Clear,20.21
SHP-00685,2025-09-29,North,Rail,Standard,1165,1097.99,4.27,High,Rain,26.97
SHP-00686,2025-12-24,East,Sea,Standard,532,174.82,2.59,High,Clear,27.36
SHP-00687,2025-06-05,South,Road,Standard,2640,199.95,3.16,High,Storm,62.31
SHP-00688,2025-01-08,West,Rail,Express,2497,546.99,2.51,High,Clear,44.57
SHP-00689,2025-05-02,East,Road,Standard,1280,125.56,2.76,Low,Clear,37.38
SHP-00690,2025-12-14,East,Road,Express,2716,201.1,1.5,Low,Rain,53.78
SHP-00691,2025-06-13,West,Road,Standard,2976,512.86,4.03,Low,Rain,65.29
SHP-00692,2025-03-31,South,Road,Express,2198,173.09,4.63,Low,Clear,48.42
SHP-00693,2025-05-16,West,Rail,Standard,929,53.43,1.11,Low,Storm,25.82
SHP-00694,2025-07-05,East,Road,Express,879,548.11,2.1,Medium,Clear,23.26
SHP-00695,2025-11-12,North,Rail,Standard,2074,260.77,3.32,High,Storm,46.42
SHP-00696,2025-06-27,East,Road,Express,808,241.42,8.28,High,Clear,27.57
SHP-00697,2025-01-28,West,Road,Standard,212,573.74,1.48,Medium,Clear,9.25
SHP-00698,2025-08-08,South,Air,Standard,1246,252.87,2.58,High,Clear,18.51
SHP-00699,2025-12-23,West,Sea,Standard,2599,103.58,2.28,Medium,Clear,77.2
SHP-00700,2025-02-10,West,Road,Standard,2644,428.96,3.88,High,Clear,63.84
SHP-00701,2025-08-16,South,Sea,Standard,1357,191.1,1.47,Medium,Clear,42.45
SHP-00702,2025-07-11,West,Rail,Express,2478,199.41,2.01,Low,Clear,41.89
SHP-00703,2025-05-25,North,Rail,Express,2967,838.46,10.54,High,Clear,56.49
SHP-00704,2025-07-20,North,Rail,Standard,2045,364.97,0.58,Medium,Clear,32.5
SHP-00705,2025-07-31,North,Road,Express,1984,249.23,3.06,Medium,Rain,45.48
SHP-00706,2025-08-08,West,Road,Standard,1606,682.23,3.18,Medium,Clear,41.69
SHP-00707,2025-08-28,East,Rail,Standard,2706,77.53,2.34,Medium,Rain,48.21
SHP-00708,2025-02-15,North,Road,Express,356,236.97,6.26,High,Storm,25.69
SHP-00709,2025-02-04,South,Sea,Standard,1412,167.96,3.66,Low,Clear,41.48
SHP-00710,2025-09-10,East,Road,Express,2152,136.99,8.77,High,Storm,54.95
SHP-00711,2025-03-23,North,Road,Standard,382,321.44,0.77,Low,Clear,16.38
SHP-00712,2025-09-13,West,Air,Standard,2224,167.79,4.25,Medium,Clear,16.48
SHP-00713,2025-07-16,West,Road,Standard,2802,299.98,3.84,Low,Clear,53.49
SHP-00714,2025-10-30,South,Rail,Standard,292,217.84,4.51,High,Clear,15.28
SHP-00715,2025-01-10,West,Air,Standard,1934,216.32,5.92,Low,Rain,15.24
SHP-00716,2025-11-08,South,Sea,Express,2697,127.97,7.39,Medium,Clear,85.79
SHP-00717,2025-10-13,West,Air,Express,1482,867.01,9.74,Low,Clear,14.23
SHP-00718,2025-08-30,East,Air,Express,2600,94.02,1.23,Low,Rain,14.77
SHP-00719,2025-09-08,East,Air,Standard,2701,167.83,4.31,High,Clear,22.28
SHP-00720,2025-12-31,North,Sea,Standard,352,444.14,6.49,Low,Clear,24.17
SHP-00721,2025-01-05,West,Road,Standard,284,200.09,3.03,Low,Clear,13.81
SHP-00722,2025-04-29,South,Road,Standard,2236,289.49,1.58,Low,Storm,54.65
SHP-00723,2025-10-16,North,Road,Standard,244,438.89,1.6,Medium,Rain,17.79
SHP-00724,2025-03-06,North,Road,Express,1600,231.89,1.94,Medium,Clear,32.73
SHP-00725,2025-05-26,East,Air,Standard,1842,252.02,4.07,Low,Clear,11.28
SHP-00726,2025-08-12,East,Rail,Standard,696,362.23,2.02,Low,Clear,21.12
SHP-00727,2025-08-27,East,Rail,Standard,2098,327.46,3.29,Medium,Clear,40.34
SHP-00728,2025-06-26,West,Road,Standard,610,132.12,0.95,Medium,Rain,20.72
SHP-00729,2025-09-24,North,Air,Standard,1169,630.67,0.95,High,Clear,12.66
SHP-00730,2025-12-07,East,Road,Express,762,52.66,4.81,High,Clear,22.69
SHP-00731,2025-10-09,North,Air,Standard,462,197.93,0.5,Medium,Storm,16.75
SHP-00732,2025-03-04,West,Rail,Express,587,393.43,7.67,Medium,Rain,22.98
SHP-00733,2025-08-05,West,Road,Standard,1928,95.4,4.1,Medium,Clear,46.92
SHP-00734,2025-12-08,East,Road,Standard,2526,37.97,1.13,High,Clear,59.21
SHP-00735,2025-11-11,East,Road,Standard,284,1061.31,3.94,Medium,Clear,18.42
SHP-00736,2025-10-10,South,Air,Express,2446,431.84,2.34,High,Clear,17.45
SHP-00737,2025-06-26,South,Sea,Express,1829,321.72,1.54,Medium,Clear,56.87
SHP-00738,2025-04-08,West,Rail,Standard,1943,139.03,6.69,Medium,Clear,42.91
SHP-00739,2025-04-15,South,Road,Standard,1554,239.42,4.54,Medium,Rain,39.4
SHP-00740,2025-04-09,South,Road,Standard,1912,144.83,2.07,Medium,Storm,50.14
SHP-00741,2025-11-07,South,Air,Standard,2493,477.03,1.79,Low,Clear,12.96
SHP-00742,2025-01-06,West,Air,Express,1424,401.29,9.08,High,Clear,16.48
SHP-00743,2025-07-16,South,Road,Standard,465,274.4,4.17,High,Rain,22.79
SHP-00744,2025-12-17,North,Road,Standard,1959,362.59,3.34,High,Storm,51.26
SHP-00745,2025-05-13,East,Air,Standard,965,302.2,1.78,Medium,Rain,16.4
SHP-00746,2025-12-24,West,Road,Standard,130,104.41,1.75,Low,Clear,4.59
SHP-00747,2025-09-16,North,Road,Standard,2133,51.77,10.6,Low,Clear,51.61
SHP-00748,2025-01-23,North,Road,Standard,1140,398.29,4.96,Medium,Rain,33.44
SHP-00749,2025-02-22,North,Rail,Express,2738,474.61,3.13,High,Rain,44.74
SHP-00750,2025-06-14,South,Sea,Express,2979,146.98,1.05,Medium,Clear,88.3
SHP-00751,2025-07-21,South,Sea,Standard,1740,738.88,2.23,Low,Clear,58.26
SHP-00752,2025-03-24,East,Rail,Express,806,262.99,4.15,High,Rain,25.31
SHP-00753,2025-05-25,East,Rail,Standard,2720,36.78,6.48,High,Clear,53.16
SHP-00754,2025-03-26,East,Road,Standard,517,370.26,3.51,Medium,Rain,23.62
SHP-00755,2025-03-19,South,Rail,Standard,1215,959.89,6.42,Medium,Clear,29.78
SHP-00756,2025-01-01,West,Road,Standard,2453,222.57,3.53,High,Rain,58.92
SHP-00757,2025-02-20,South,Rail,Standard,2806,301.2,6.09,Medium,Clear,52.36
SHP-00758,2025-06-22,West,Road,Standard,1544,739.6,2.7,High,Clear,43.29
SHP-00759,2025-07-24,East,Road,Standard,1694,35.39,6.09,Low,Rain,40.89
SHP-00760,2025-09-17,North,Road,Express,1069,61.34,2.32,Medium,Rain,24.81
SHP-00761,2025-10-15,East,Road,Standard,1664,266.2,5.12,Medium,Storm,45.49
SHP-00762,2025-02-03,South,Road,Standard,951,152.07,3.73,High,Clear,28.82
SHP-00763,2025-12-14,East,Road,Standard,722,266.68,0.5,High,Rain,30.18
SHP-00764,2025-04-05,North,Sea,Standard,488,120.12,1.87,High,Clear,26.24
SHP-00765,2025-03-13,North,Road,Standard,2628,601.54,0.87,Medium,Clear,51.94
SHP-00766,2025-02-08,West,Rail,Express,176,385.73,12.95,High,Rain,19.3
SHP-00767,2025-06-03,North,Sea,Standard,2302,354.32,4.52,Medium,Clear,76.81
SHP-00768,2025-09-07,West,Sea,Standard,2126,223.63,2.23,Medium,Clear,66.33
SHP-00769,2025-06-11,South,Rail,Standard,494,204.79,1.03,Low,Clear,10.96
SHP-00770,2025-04-28,East,Air,Standard,1015,86.86,3.43,High,Clear,20.12
SHP-00771,2025-09-16,East,Road,Standard,513,624.57,4.48,High,Storm,27.78
SHP-00772,2025-11-02,East,Road,Standard,2248,344.19,2.22,Low,Clear,51.42
SHP-00773,2025-09-25,South,Road,Standard,2337,174.19,3.88,Low,Clear,54.43
SHP-00774,2025-02-23,North,Air,Standard,2363,416.26,6.72,High,Rain,22.34
SHP-00775,2025-08-24,North,Air,Standard,962,411.24,1.64,Medium,Clear,8.38
SHP-00776,2025-08-10,South,Road,Express,546,334.18,2.14,High,Clear,17.71
SHP-00777,2025-09-08,East,Road,Standard,1513,709.32,0.83,Low,Clear,31.43
SHP-00778,2025-11-09,West,Rail,Express,1821,531.33,6.92,Low,Clear,34.16
SHP-00779,2025-04-22,West,Road,Express,2782,395.21,0.5,Medium,Clear,54.23
SHP-00780,2025-09-12,West,Rail,Standard,207,199.39,2.47,Low,Rain,12.99
SHP-00781,2025-10-30,West,Air,Standard,221,187.41,8.55,Low,Clear,16.42
SHP-00782,2025-07-26,East,Air,Standard,543,528.61,0.5,Low,Clear,10.93
SHP-00783,2025-08-17,North,Air,Standard,1019,586.28,4.02,Low,Clear,13.26
SHP-00784,2025-12-07,West,Sea,Standard,1384,1028.02,4.73,Low,Clear,43.53
SHP-00785,2025-03-07,East,Rail,Express,1476,256.05,4.53,High,Storm,39.2
SHP-00786,2025-03-16,East,Air,Express,1742,260.26,5.57,Low,Clear,18.04
SHP-00787,2025-04-13,North,Rail,Standard,1843,80.09,3.73,Medium,Rain,28.21
SHP-00788,2025-07-11,South,Road,Standard,2773,706.47,3.59,High,Clear,65.74
SHP-00789,2025-09-09,South,Road,Standard,708,328.88,0.89,Medium,Clear,20.06
SHP-00790,2025-08-14,West,Road,Express,3000,735.51,2.99,Medium,Clear,58.64
SHP-00791,2025-10-21,East,Road,Standard,715,70.05,3.65,Medium,Storm,31.25
SHP-00792,2025-11-02,South,Rail,Standard,416,222.25,1.91,High,Clear,22.34
SHP-00793,2025-04-08,West,Air,Express,599,210.91,1.71,High,Clear,12.22
SHP-00794,2025-12-04,North,Road,Standard,692,414.28,4.49,Medium,Storm,27.46
SHP-00795,2025-10-13,South,Road,Express,1943,315.29,5.23,High,Rain,45.39
SHP-00796,2025-12-01,North,Sea,Standard,304,356.04,1.8,Medium,Clear,17.0
SHP-00797,2025-12-13,East,Road,Standard,257,152.31,2.75,Low,Storm,21.08
SHP-00798,2025-11-04,West,Rail,Express,2547,323.55,4.08,High,Rain,47.07
SHP-00799,2025-09-06,South,Rail,Standard,144,409.51,1.94,Medium,Clear,9.76
SHP-00800,2025-06-15,West,Rail,Standard,1933,246.34,3.21,High,Clear,48.16
SHP-00801,2025-12-01,South,Road,Standard,2936,169.31,3.81,Low,Clear,64.73
SHP-00802,2025-01-30,West,Road,Standard,527,98.39,9.49,Medium,Clear,26.6
SHP-00803,2025-09-04,East,Road,Standard,2780,465.18,2.77,High,Rain,60.94
SHP-00804,2025-04-16,West,Rail,Standard,811,331.91,0.73,Low,Clear,15.31
SHP-00805,2025-02-20,North,Rail,Standard,239,1085.03,0.93,High,Clear,14.96
SHP-00806,2025-03-22,West,Road,Standard,2808,521.16,1.93,High,Rain,61.58
SHP-00807,2025-05-13,East,Rail,Express,1557,68.05,2.52,High,Clear,36.04
SHP-00808,2025-10-12,South,Air,Express,1806,71.5,6.47,Medium,Storm,24.71
SHP-00809,2025-05-18,West,Road,Standard,1609,417.18,11.03,Medium,Storm,48.85
SHP-00810,2025-07-03,South,Rail,Standard,805,420.72,2.88,High,Storm,35.14
SHP-00811,2025-11-26,West,Air,Standard,1496,232.0,4.54,High,Rain,20.03
SHP-00812,2025-09-30,North,Road,Standard,885,458.58,7.49,Medium,Clear,36.16
SHP-00813,2025-12-06,East,Road,Express,1713,330.22,5.11,High,Clear,42.91
SHP-00814,2025-03-10,East,Rail,Express,1678,276.47,2.56,Medium,Clear,32.03
SHP-00815,2025-02-03,North,Sea,Standard,1885,511.02,3.0,High,Clear,70.07
SHP-00816,2025-09-19,North,Air,Standard,182,20.32,3.23,Low,Clear,11.39
SHP-00817,2025-02-22,North,Rail,Standard,104,673.38,7.8,Low,Clear,14.38
SHP-00818,2025-07-24,South,Air,Standard,559,847.23,6.12,Medium,Storm,19.8
SHP-00819,2025-05-06,South,Road,Standard,719,75.21,5.9,Medium,Storm,31.65
SHP-00820,2025-08-23,East,Rail,Express,2507,418.63,4.33,High,Clear,44.24
SHP-00821,2025-02-12,South,Rail,Express,1739,103.12,3.75,Low,Clear,30.27
SHP-00822,2025-08-28,South,Road,Standard,1366,145.89,2.9,High,Clear,33.4
SHP-00823,2025-04-21,East,Air,Standard,783,148.77,1.26,Medium,Rain,7.44
SHP-00824,2025-09-06,North,Rail,Express,1743,331.24,5.03,Medium,Rain,34.32
SHP-00825,2025-05-31,West,Road,Standard,308,305.01,2.19,Low,Clear,16.29
SHP-00826,2025-07-02,West,Sea,Standard,1195,208.19,5.52,Medium,Clear,47.67
SHP-00827,2025-12-02,East,Road,Standard,348,41.67,0.59,Low,Clear,12.09
SHP-00828,2025-04-05,East,Road,Express,610,173.45,1.47,Low,Storm,26.19
SHP-00829,2025-01-08,West,Road,Standard,1962,673.18,6.0,Medium,Clear,45.78
SHP-00830,2025-12-26,North,Air,Standard,1914,417.98,7.82,Low,Clear,11.62
SHP-00831,2025-07-03,North,Air,Express,346,112.39,5.49,Low,Rain,2.39
SHP-00832,2025-10-08,North,Road,Express,2459,282.78,1.64,High,Rain,50.82
SHP-00833,2025-07-14,West,Air,Express,2686,213.38,6.3,Low,Rain,20.25
SHP-00834,2025-12-18,North,Road,Standard,1511,709.32,1.73,Medium,Clear,33.93
SHP-00835,2025-07-14,East,Air,Standard,2224,213.5,6.34,Low,Rain,21.37
SHP-00836,2025-06-04,West,Rail,Express,246,83.31,1.37,Medium,Clear,12.91
SHP-00837,2025-04-03,West,Road,Express,2318,207.36,2.39,Medium,Clear,44.25
SHP-00838,2025-06-09,East,Sea,Standard,1044,712.27,0.5,Low,Clear,38.21
SHP-00839,2025-03-02,North,Road,Standard,2188,538.81,1.45,High,Clear,52.29
SHP-00840,2025-05-02,West,Road,Express,2508,268.98,5.0,High,Clear,53.47
SHP-00841,2025-02-20,East,Rail,Express,57,105.04,10.01,Low,Storm,21.04
SHP-00842,2025-10-04,North,Sea,Standard,2641,408.9,6.6,High,Clear,89.16
SHP-00843,2025-01-05,North,Road,Standard,2565,92.93,5.36,Low,Storm,60.14
SHP-00844,2025-04-02,West,Road,Standard,369,307.71,0.94,Low,Clear,19.01
SHP-00845,2025-06-19,East,Road,Standard,1467,383.56,2.42,Low,Clear,36.13
SHP-00846,2025-11-13,West,Rail,Standard,2366,77.59,8.66,Medium,Clear,49.49
SHP-00847,2025-01-22,West,Road,Standard,1748,212.47,3.36,Medium,Rain,46.99
SHP-00848,2025-11-22,East,Air,Standard,2158,328.67,1.22,Medium,Clear,13.65
SHP-00849,2025-01-01,East,Sea,Standard,1511,365.37,2.41,High,Rain,61.28
SHP-00850,2025-05-13,South,Rail,Standard,1337,377.3,0.5,Medium,Clear,25.04
SHP-00851,2025-08-21,South,Road,Express,2894,140.53,5.73,Medium,Storm,64.99
SHP-00852,2025-01-12,South,Road,Standard,1168,168.89,1.03,Medium,Clear,27.95
SHP-00853,2025-12-12,West,Road,Standard,602,174.75,3.26,High,Rain,23.09
SHP-00854,2025-02-15,East,Sea,Express,710,20.0,1.19,Low,Clear,26.17
SHP-00855,2025-02-03,West,Road,Standard,765,595.55,3.67,Medium,Rain,26.66
SHP-00856,2025-03-19,South,Road,Express,2876,217.96,5.53,Medium,Rain,60.79
SHP-00857,2025-08-06,East,Air,Express,2291,490.34,2.2,Medium,Clear,16.05
SHP-00858,2025-10-28,East,Road,Standard,2579,506.31,7.3,Medium,Storm,65.3
SHP-00859,2025-03-14,East,Rail,Express,1508,836.71,5.16,Medium,Clear,29.68
SHP-00860,2025-10-09,East,Road,Standard,904,96.33,4.61,Medium,Clear,27.18
SHP-00861,2025-09-06,North,Air,Standard,2595,343.11,7.15,Medium,Rain,23.92
SHP-00862,2025-02-16,East,Sea,Standard,2309,225.31,3.71,Medium,Clear,77.26
SHP-00863,2025-05-01,North,Rail,Standard,714,251.02,2.53,Low,Clear,15.88
SHP-00864,2025-08-02,South,Sea,Express,2767,385.76,4.22,Medium,Clear,88.84
SHP-00865,2025-08-27,South,Road,Standard,1947,146.65,1.25,Medium,Rain,44.39
SHP-00866,2025-02-25,East,Rail,Standard,1724,198.9,5.87,Medium,Clear,34.36
SHP-00867,2025-12-16,West,Rail,Standard,2318,24.35,5.87,High,Clear,42.45
SHP-00868,2025-04-17,East,Rail,Standard,322,151.96,2.78,Medium,Rain,18.86
SHP-00869,2025-11-15,East,Road,Standard,1227,712.72,2.09,Low,Rain,32.48
SHP-00870,2025-02-17,South,Road,Standard,1322,409.04,3.78,Medium,Storm,40.62
SHP-00871,2025-03-02,East,Road,Express,328,379.62,1.09,High,Rain,19.49
SHP-00872,2025-12-03,North,Road,Standard,865,427.67,2.49,High,Rain,27.8
SHP-00873,2025-01-26,North,Road,Express,325,243.54,6.92,Medium,Clear,10.34
SHP-00874,2025-10-19,South,Air,Standard,1054,509.31,1.47,Low,Clear,10.59
SHP-00875,2025-09-14,South,Road,Express,2611,147.91,7.51,Medium,Rain,59.75
SHP-00876,2025-01-08,North,Road,Express,972,215.82,4.36,Medium,Storm,29.48
SHP-00877,2025-04-23,North,Rail,Standard,691,212.47,4.74,High,Rain,29.17
SHP-00878,2025-12-21,South,Rail,Standard,554,531.37,2.12,Medium,Clear,9.34
SHP-00879,2025-09-10,West,Sea,Express,2687,138.09,1.66,Medium,Clear,84.88
SHP-00880,2025-06-29,South,Rail,Standard,821,199.88,2.68,Medium,Clear,22.91
SHP-00881,2025-07-26,South,Road,Express,1314,163.45,8.87,Medium,Rain,37.66
SHP-00882,2025-10-30,North,Air,Standard,2837,692.34,2.03,High,Rain,13.01
SHP-00883,2025-05-07,East,Rail,Standard,2772,506.47,0.5,Medium,Clear,51.59
SHP-00884,2025-02-25,South,Road,Standard,1309,347.09,3.52,High,Clear,33.38
SHP-00885,2025-08-02,North,Rail,Express,1063,424.94,6.65,Medium,Storm,28.29
SHP-00886,2025-01-14,East,Sea,Standard,177,109.56,3.81,Low,Rain,15.07
SHP-00887,2025-01-28,North,Road,Express,2600,375.22,9.24,Medium,Clear,58.99
SHP-00888,2025-03-19,North,Road,Express,1273,318.8,4.96,Low,Clear,30.76
SHP-00889,2025-08-04,North,Road,Standard,2999,134.24,3.84,Low,Storm,70.79
SHP-00890,2025-12-31,North,Road,Standard,2640,58.1,2.66,Medium,Rain,60.53
SHP-00891,2025-06-03,North,Road,Express,1575,268.21,4.57,Medium,Clear,36.22
SHP-00892,2025-01-14,South,Rail,Standard,1723,250.97,0.9,Medium,Clear,33.41
SHP-00893,2025-07-06,West,Road,Express,541,49.24,8.88,Low,Clear,15.1
SHP-00894,2025-11-08,East,Sea,Standard,1307,301.02,5.54,Medium,Clear,46.7
SHP-00895,2025-01-07,East,Air,Standard,2811,411.48,5.52,Medium,Clear,23.81
SHP-00896,2025-01-03,South,Rail,Express,2888,493.87,3.16,High,Clear,53.38
SHP-00897,2025-04-21,West,Air,Standard,1716,227.87,7.38,Medium,Clear,20.07
SHP-00898,2025-08-26,South,Road,Standard,465,293.24,2.86,Medium,Rain,18.0
SHP-00899,2025-12-29,North,Rail,Standard,2245,490.94,2.22,Low,Clear,41.7
SHP-00900,2025-08-27,East,Rail,Standard,1019,242.93,3.38,High,Clear,23.97
SHP-00901,2025-10-01,North,Air,Standard,2126,141.6,5.66,Medium,Clear,20.78
SHP-00902,2025-10-21,South,Air,Express,1434,142.41,1.94,High,Clear,12.17
SHP-00903,2025-08-15,South,Road,Standard,357,438.28,1.7,Low,Clear,18.48
SHP-00904,2025-01-15,West,Sea,Standard,2259,289.81,1.65,Medium,Clear,67.95
SHP-00905,2025-07-11,South,Road,Standard,2966,194.58,2.34,Medium,Rain,69.76
SHP-00906,2025-04-29,East,Sea,Standard,2949,131.81,6.02,Low,Rain,95.39
SHP-00907,2025-01-28,West,Sea,Standard,110,191.82,3.68,Medium,Rain,13.35
SHP-00908,2025-07-21,North,Road,Express,2222,272.56,1.3,High,Rain,50.37
SHP-00909,2025-02-08,South,Air,Express,1529,664.09,11.97,Medium,Rain,18.48
SHP-00910,2025-09-30,South,Road,Standard,2935,542.06,1.14,High,Clear,64.31
SHP-00911,2025-08-19,South,Road,Standard,1980,725.2,2.35,Low,Storm,47.64
SHP-00912,2025-03-27,South,Rail,Standard,2563,167.97,1.6,Medium,Clear,42.46
SHP-00913,2025-05-06,West,Rail,Standard,2340,40.45,1.98,Medium,Clear,42.73
SHP-00914,2025-10-27,East,Sea,Standard,1563,211.92,3.41,Medium,Clear,51.83
SHP-00915,2025-01-25,East,Air,Standard,522,371.09,2.8,High,Storm,18.09
SHP-00916,2025-05-25,South,Rail,Standard,1008,308.48,1.81,Low,Storm,23.1
SHP-00917,2025-01-13,West,Air,Standard,582,1015.02,4.02,High,Rain,16.27
SHP-00918,2025-07-31,West,Sea,Standard,543,426.32,4.43,Medium,Clear,29.71
SHP-00919,2025-01-25,West,Road,Express,2996,154.64,4.95,Low,Clear,57.68
SHP-00920,2025-03-09,North,Sea,Standard,131,546.19,3.45,High,Storm,19.95
SHP-00921,2025-03-08,East,Road,Standard,2953,56.38,4.31,Medium,Rain,66.59
SHP-00922,2025-08-21,North,Air,Standard,928,177.21,4.88,High,Storm,20.91
SHP-00923,2025-04-19,North,Road,Standard,1595,191.48,2.01,Medium,Clear,43.48
SHP-00924,2025-05-26,North,Road,Express,61,570.95,10.29,High,Clear,15.2
SHP-00925,2025-04-21,East,Road,Standard,1336,323.92,8.68,Medium,Rain,41.29
